Image,Box IoU,Box Dice,Box Precision,Box Recall,Box Latency (ms),1-Click IoU,1-Click Dice,1-Click Precision,1-Click Recall,1-Click Latency (ms)
0001TP_006690.png,9.86180605170689,17.95311110590225,9.956460031994505,91.2075804118097,360.7622590000119,23.67498452801093,38.28580956506823,78.6840301037121,25.297487874548814,357.4830219999967
0001TP_006720.png,73.90339310809516,84.9936183386119,74.62125204539257,98.71502271240023,353.3406689998628,56.53260637936931,72.23109317218932,87.84443568473081,61.33032942656208,356.1624149999716
0001TP_006750.png,78.4803593346767,87.94285223004799,79.05867606450752,99.07652319047122,354.95848000005026,0.9791249159080359,1.9392620340558855,99.99999996402879,0.9791249159080359,354.4883319998462
0001TP_006780.png,78.00002355939381,87.64046430967724,78.65929353322763,98.93689345737884,353.3813160001955,54.125830242500925,70.23589771726073,90.59094261637061,57.349853944038045,355.9470950001469
0001TP_006810.png,92.38302497694067,96.04072395473962,98.72093017516225,93.5022025916838,354.1918240000541,92.345276822831,96.02032173411789,98.49449907440967,93.6674008294783,365.2337749999788
0001TP_006840.png,58.2648401294385,73.62954410061768,59.0194264023872,97.8527605861154,366.87527499998396,51.45161286173256,67.94462190205292,52.03915167044114,97.8527605861154,371.03782000008323
0001TP_006870.png,77.15930899149355,87.10725891937004,89.81233239954767,84.56037017898176,359.74376400008623,72.41650291850038,84.00182313491298,91.64594724433319,77.53470758202158,356.48740099986753
0001TP_006900.png,1.7587179340908012,3.456643263194263,3.182665978783423,3.782233875952329,352.61859000002005,6.885437478730299,12.88377096290684,98.83658007320933,6.891022617882222,355.6322240001464
0001TP_006930.png,79.75951901143638,88.74024524549606,97.07317069224668,81.72484596792442,353.38072999979886,74.27716846983145,85.24027458328752,96.25322993270748,76.48870633932626,356.5076310001132
0001TP_006960.png,20.3549242685078,33.824830005453954,21.751696874361308,76.01824698103498,353.4812789998796,65.12249442792731,78.87779875606468,96.5107506510269,66.69273378516176,355.58623599990824
0001TP_006990.png,80.33531004609888,89.09548554363855,93.71423690377365,84.91062446143228,352.7578480000102,1.4668547248612935,2.891298303941389,14.197952208738599,1.6095333899551547,356.48277399991457
0001TP_007020.png,85.18198594035172,91.99813416817916,98.48828762944942,86.31047103412196,352.00304599993615,77.03475756195863,87.02783410765878,98.93094188078578,77.68141310957665,357.22556399991845
0001TP_007050.png,80.25405349374537,89.0454910036518,99.98391713789495,80.26441500554485,355.2922179999314,79.66486793318879,88.68163136135601,99.98703781392828,79.67309628735319,356.88846800007923
0001TP_007080.png,93.30949255141665,96.53896590370296,99.09381534747268,94.11254422796227,353.9320029999544,92.30542586255596,95.99877429202468,99.22765812057237,92.97340486033619,357.04777199998716
0001TP_007110.png,77.73704309704884,87.47421667705194,92.36892599459708,83.07215148353453,365.1838560001579,76.49436385511082,86.68193384113637,95.3748810097045,79.44125740218644,366.82219700014684
0001TP_007140.png,54.6766435003018,70.69799584860415,59.55985094788544,86.96021759827265,362.1924730000501,35.112042554391095,51.974704682976416,87.15486190990201,37.02822168700642,365.72537699998975
0001TP_007170.png,88.7835109608718,94.0585441058711,94.59729864695855,93.52589148589135,361.7332090000218,82.71534933970919,90.54012116510546,99.63177431033016,82.96898956221948,364.35458000005383
0001TP_007200.png,56.81498989289162,72.46117215158782,70.22312544687654,74.84657039373435,361.2075720000121,62.56539779620398,76.9725890556827,99.91356956929461,62.59927797551447,363.7527420000879
0001TP_007230.png,67.68812329763597,80.73096885638557,95.43409346070997,69.95352671951302,358.41637399994397,10.270795930196334,18.628315581757402,98.07142853640306,10.291582339768699,362.58115300006466
0001TP_007260.png,79.93485340283716,88.84866038029826,90.6426988203293,87.12426033440846,359.8500860000513,13.863476421800733,24.35105067483497,93.958664397522,13.988165677162565,362.38397099987196
0001TP_007290.png,47.165216260320655,64.09832086529207,68.89763779200752,59.92408927513825,359.09538700002486,59.92039065780621,74.93777424046245,99.11756719392359,60.2417591459944,360.5644659999143
0001TP_007320.png,21.786183616640827,35.77775897012996,72.2958529224202,23.77069920369505,356.7299670000921,24.934941376586313,39.916681597385846,98.14957593367666,25.052714441647144,360.9706009999627
0001TP_007350.png,4.473963178407417,8.564742912580714,7.327876403836579,10.303936222705335,356.3594539998576,19.82039769052475,33.08351177688025,22.22793135302593,64.66367712682293,361.91409200000635
0001TP_007380.png,46.64635987274721,63.61748073832138,51.82670016137409,82.35315020690626,356.032242000083,0.2132120393706311,0.42551682563945115,99.99999944444446,0.2132120393706311,359.51854099994307
0001TP_007410.png,79.52837945055902,88.59700031154198,83.51631174994219,94.33589480507865,355.428431999826,0.198416034704323,0.396046250143516,99.9999995762712,0.198416034704323,358.9648090000992
0001TP_007440.png,1.4622216311162668,2.8822976820524002,1.4916935508073408,42.53169996936778,358.77798800015626,3.057515500736045,5.933609957275184,85.6287420022231,3.0732860513489606,359.1707299999598
0001TP_007470.png,12.3322857484488,21.9567965990919,17.50150098561191,29.45507036958101,355.92944199993326,28.418849676811803,44.259623487257116,99.94923855331238,28.422952000835583,358.67848699990645
0001TP_007500.png,24.207366983672177,38.978955228725496,30.400219296162266,54.302852239649546,356.91360199984956,25.11778442274908,40.15062213359035,27.406016716847436,75.05202594258145,358.773630000087
0001TP_007530.png,75.69623963918333,86.16717101588068,81.27244373806263,91.68926334744263,355.6337850000091,57.1362362801187,72.72191014969312,81.47925616525492,65.66434243603796,354.8932230000901
0001TP_007560.png,58.80734924906259,74.06124405090743,78.00198361066897,70.49953578632866,354.6139510001467,3.991111961598666,7.675871305371722,91.42717971470356,4.006104133052962,358.3183719999852
0001TP_007590.png,59.30113051399432,74.45161289522025,60.37670037314672,97.08356699464848,355.77640199994676,48.18694599833818,65.03534528456854,91.95284464789705,50.30846885857867,360.2910399999928
0001TP_007620.png,49.32339132382184,66.06251155501741,50.30985915020565,96.17662895419554,356.1758050000208,38.33596629132246,55.42443851599741,94.54545450452578,39.203015609548906,358.8616299998648
0001TP_007650.png,64.54224787299414,78.45066991282702,70.40972495210067,88.56498541947279,355.60528300015903,0.39722744889279316,0.791311590940102,0.5582299364802533,1.358561135176362,358.1817440001487
0001TP_007680.png,81.54897475729163,89.83688821852334,85.44152724238299,94.70899445844182,355.7870390000062,2.8831917709901664,5.604786790456352,2.884990253186355,97.88359762464657,359.42071399995257
0001TP_007710.png,73.69589336992686,84.85622997772764,75.45454536880165,96.93430642783312,355.00875499997164,7.826520437708559,14.516874709371605,7.882515374936297,91.67883198295061,359.8731179999959
0001TP_007740.png,8.199831364207455,15.156828362525458,16.235392313758183,14.212641573177699,363.01145900006304,1.3431860319144313,2.6507673273493544,1.3749129585699964,36.79210813416437,378.5193310000068
0001TP_007770.png,93.1272425909116,96.44133198564508,97.74044029613545,95.17630462759485,357.3040260000653,92.38981656381335,96.04439383949283,96.89922477838093,95.20451337229774,359.5333779999237
0001TP_007800.png,92.4777402233719,96.09188066739641,95.13581803691226,97.06735414209882,359.5489639999414,91.96102311450639,95.81218272591812,94.34551699645564,97.32516915974053,361.88079600015044
0001TP_007830.png,90.70459805137129,95.12575887335198,96.71957668546047,93.58361771550048,356.57374299989897,73.1731731487577,84.50867050394822,97.0353981871525,74.8464163567077,360.75252399996316
0001TP_007860.png,92.61290319593132,96.16479650039108,97.71953706680752,94.65875367798921,358.8997169999857,90.14810042171665,94.81882829413836,97.45910195006645,92.317837094521,359.5456880000256
